sale_id,cst_id,prd_id,sale_date,quantity,unit_price,sale_amount,channel
875,405.0,113.0,2025-02-09,1.0,1296.23,1296.23,
876,267.0,46.0,2024-08-07,2.0,347.99,695.98,Store
877,427.0,126.0,2024-05-05,3.0,NaN,,Store
878,458.0,106.0,2025-06-28,-1.0,148.28,,Online
879,315.0,42.0,2024-10-13,2.0,415.02,830.04,
880,308.0,117.0,2024-07-20,-1.0,1329.6,,
881,83.0,91.0,2023-09-07,3.0,427.72,1283.16,Unknown
882,70.0,17.0,2024-04-30,-1.0,215.11,,Online
883,64.0,27.0,2024-07-01,-1.0,307.14,,Online
884,280.0,20.0,2024-04-12,-1.0,905.35,,Unknown
885,405.0,4.0,2024-06-15,1.0,1757.41,1757.41,Partner
886,214.0,48.0,2024-04-11,-1.0,897.08,,
887,378.0,125.0,2024-10-12,1000.0,880.74,880740.0,
888,318.0,13.0,2023-10-29,1000.0,1230.74,1230740.0,Online
889,53.0,107.0,2024-04-09,-1.0,1588.02,,Online
890,457.0,77.0,2023-09-30,3.0,1163.37,3490.11,Partner
891,222.0,131.0,2025-06-22,-1.0,1525.82,,Online
892,109.0,103.0,2024-07-20,3.0,895.47,2686.41,Store
893,351.0,91.0,2024-03-29,1.0,1506.36,1506.36,Unknown
894,444.0,76.0,2023-08-06,,306.34,,Online
895,209.0,8.0,2024-01-28,1000.0,540.63,540630.0,Partner
896,49.0,142.0,2025-03-12,1000.0,1575.79,1575790.0,Partner
897,103.0,46.0,2023-11-07,3.0,980.52,2941.56,
898,87.0,20.0,2024-04-07,-1.0,992.33,,Online
899,490.0,134.0,2025-03-28,-1.0,1659.36,,Store
900,181.0,98.0,2024-05-18,1.0,809.56,809.56,Online
901,92.0,11.0,2024-02-09,1000.0,1420.09,1420090.0,Unknown
902,386.0,81.0,2024-05-25,1000.0,1753.92,1753920.0,Store
903,215.0,70.0,2025-03-11,1000.0,664.02,664020.0,
904,312.0,135.0,2023-11-28,-1.0,848.27,,Store
905,250.0,45.0,2024-09-10,3.0,1005.28,3015.84,Partner
906,260.0,41.0,2025-05-22,3.0,68.34,205.02,Unknown
907,294.0,137.0,2023-11-02,,251.27,,
908,109.0,115.0,2024-09-27,1000.0,1555.19,1555190.0,Partner
909,354.0,85.0,2024-05-11,3.0,969.91,2909.73,Unknown
910,332.0,63.0,2024-03-09,3.0,686.38,2059.14,Partner
911,300.0,57.0,2025-05-05,,1830.7,,
912,272.0,43.0,2024-06-22,3.0,1070.35,3211.05,Store
913,86.0,139.0,2025-05-29,3.0,208.11,624.33,Store
914,59.0,118.0,UNKNOWN,2.0,1945.74,3891.48,
915,330.0,43.0,2025-05-29,2.0,1457.54,2915.08,Unknown
916,256.0,41.0,2024-12-28,-1.0,215.27,,Unknown
917,253.0,54.0,2024-03-07,1.0,1083.4,1083.4,
918,408.0,98.0,2024-12-13,1.0,NaN,,Online
919,88.0,76.0,2025-02-03,3.0,274.67,824.01,
920,114.0,114.0,2023-10-10,1.0,242.87,242.87,Store
921,354.0,124.0,2024-08-14,3.0,1003.96,3011.88,Store
922,472.0,35.0,2024-07-18,2.0,1476.52,2953.04,
923,429.0,139.0,2024-02-08,3.0,1747.34,5242.02,
924,241.0,87.0,2023-12-29,2.0,148.57,297.14,
925,270.0,37.0,2024-03-07,1000.0,1550.91,1550910.0,Online
926,297.0,97.0,2024-02-05,-1.0,485.73,,
927,435.0,63.0,UNKNOWN,,1818.63,,Store
928,353.0,130.0,2025-07-08,,495.91,,Unknown
929,29.0,124.0,2024-01-16,-1.0,1721.21,,Partner
930,345.0,58.0,2024-01-26,3.0,173.5,520.5,Online
931,183.0,113.0,2024-08-11,3.0,1550.93,4652.79,Store
932,191.0,2.0,2023-08-18,3.0,NaN,,
933,171.0,138.0,2025-04-10,,370.78,,Unknown
934,175.0,57.0,2024-06-29,1.0,709.67,709.67,Unknown
935,463.0,89.0,2024-02-26,1.0,80.56,80.56,Unknown
936,445.0,95.0,2023-07-23,-1.0,1826.13,,Online
937,307.0,88.0,2024-08-19,-1.0,1620.43,,
938,281.0,45.0,2024-03-11,,1904.06,,Partner
939,64.0,34.0,2024-03-01,,1212.22,,
940,436.0,116.0,2025-06-27,-1.0,1847.65,,Partner
941,376.0,10.0,2025-05-03,1000.0,1278.46,1278460.0,Online
942,324.0,85.0,2024-02-01,3.0,1394.14,4182.42,
943,467.0,136.0,2024-05-22,1.0,1788.05,1788.05,Unknown
944,493.0,150.0,2025-06-12,1.0,203.1,203.1,Unknown
945,55.0,16.0,2025-02-11,1000.0,493.2,493200.0,Partner
946,140.0,119.0,2024-06-19,3.0,834.54,2503.62,Store
947,308.0,33.0,2023-09-07,,1061.09,,
948,95.0,89.0,2024-08-25,,649.54,,
949,451.0,115.0,2024-11-03,1.0,1229.03,1229.03,Store
950,323.0,6.0,2025-06-14,1000.0,1846.84,1846840.0,Store
951,463.0,42.0,2024-12-22,-1.0,NaN,,
952,131.0,11.0,UNKNOWN,1000.0,1232.18,1232180.0,Partner
953,445.0,40.0,2024-07-03,2.0,79.15,158.3,
954,92.0,87.0,2024-03-04,,957.84,,Online
955,55.0,106.0,2024-03-05,,1735.18,,Unknown
956,94.0,58.0,2024-04-12,2.0,794.34,1588.68,Partner
957,208.0,116.0,2025-02-12,1000.0,103.99,103990.0,Partner
958,63.0,118.0,2024-07-08,3.0,840.4,2521.2,Store
959,203.0,76.0,2023-10-17,1.0,785.71,785.71,Partner
960,307.0,107.0,2023-12-25,1000.0,1348.87,1348870.0,
961,133.0,143.0,2024-08-03,2.0,585.37,1170.74,
962,107.0,18.0,2024-08-12,-1.0,455.94,,
963,285.0,150.0,2025-02-21,1000.0,112.56,112560.0,
964,120.0,74.0,2024-05-12,1.0,909.49,909.49,Unknown
965,200.0,118.0,2023-11-21,1.0,1510.08,1510.08,Partner
966,27.0,101.0,2025-01-07,1000.0,394.05,394050.0,Unknown
967,5.0,88.0,2024-03-28,3.0,NaN,,Store
968,411.0,3.0,2023-08-26,1000.0,314.33,314330.0,Unknown
969,205.0,72.0,2024-01-13,1.0,685.87,685.87,Partner
970,378.0,68.0,2025-02-26,,1331.6,,Partner
971,491.0,111.0,2024-07-09,,1593.2,,Unknown
972,334.0,59.0,2025-07-01,1000.0,1266.82,1266820.0,Store
973,357.0,46.0,2025-05-05,1.0,1871.82,1871.82,
974,186.0,19.0,2025-02-20,1000.0,1029.76,1029760.0,Online
975,297.0,42.0,2024-12-30,,1308.29,,Unknown
976,70.0,85.0,2023-08-26,2.0,1433.95,2867.9,Unknown
977,469.0,120.0,2025-05-29,3.0,1234.01,3702.03,Store
978,288.0,113.0,2023-11-24,1000.0,340.64,340640.0,
979,313.0,,2025-03-20,,238.82,,Partner
980,91.0,109.0,2025-01-06,1.0,352.35,352.35,Partner
981,236.0,62.0,2025-06-13,1000.0,1653.23,1653230.0,Unknown
982,398.0,68.0,2025-06-30,2.0,1151.92,2303.84,Unknown
983,169.0,150.0,2025-01-11,1.0,353.43,353.43,Store
984,390.0,72.0,2025-01-30,,515.56,,Store
985,215.0,108.0,2023-07-18,1.0,1187.35,1187.35,Unknown
986,33.0,125.0,2024-05-12,2.0,501.4,1002.8,
987,106.0,143.0,2024-07-19,1000.0,1692.29,1692290.0,Online
988,319.0,53.0,2024-12-04,3.0,1542.86,4628.58,Partner
989,479.0,33.0,2024-01-04,1.0,473.28,473.28,Store
990,15.0,13.0,2024-04-03,1000.0,1076.33,1076330.0,Partner
991,70.0,63.0,2023-10-26,,725.21,,Partner
992,337.0,8.0,2024-11-23,-1.0,1094.43,,Partner
993,151.0,62.0,2024-12-22,-1.0,1628.91,,Online
994,362.0,130.0,2024-10-14,2.0,1150.11,2300.22,Store
995,157.0,97.0,2024-02-28,1000.0,542.84,542840.0,Partner
996,88.0,58.0,2025-06-19,1000.0,802.57,802570.0,
997,377.0,109.0,2025-01-05,1.0,1672.49,1672.49,
998,139.0,14.0,2023-07-18,,1685.33,,Online
999,316.0,141.0,2024-04-28,3.0,1278.86,3836.58,Store
1000,406.0,20.0,2023-07-15,3.0,39.05,117.15,Online
1001,118.0,5.0,2025-07-02,,675.68,,
1002,32.0,94.0,2024-03-28,3.0,988.21,2964.63,Unknown
1003,468.0,53.0,2023-10-25,2.0,1749.63,3499.26,Store
1004,376.0,51.0,2025-02-08,,932.22,,Unknown
1005,161.0,118.0,2024-08-10,3.0,1164.21,3492.63,Partner
1006,8.0,,2023-10-20,3.0,235.56,706.68,Unknown
1007,279.0,116.0,2024-06-24,1000.0,194.5,194500.0,Unknown
1008,405.0,131.0,2024-06-02,2.0,1588.23,3176.46,Unknown
1009,138.0,19.0,2023-07-19,1000.0,1982.8,1982800.0,Online
1010,390.0,98.0,2024-10-23,-1.0,9.72,,
1011,447.0,111.0,2025-06-21,1000.0,476.77,476770.0,Online
1012,80.0,95.0,2023-08-06,1000.0,752.65,752650.0,Online
1013,343.0,149.0,2024-12-08,2.0,843.95,1687.9,Store
1014,355.0,76.0,2024-04-11,2.0,NaN,,
1015,414.0,127.0,2024-01-14,-1.0,628.2,,
1016,189.0,88.0,2025-06-29,,1773.88,,Store
1017,,95.0,2023-10-01,,1978.02,,Store
1018,225.0,7.0,2025-04-25,1000.0,657.12,657120.0,Unknown
1019,360.0,83.0,2023-12-01,-1.0,NaN,,Partner
1020,47.0,62.0,2024-06-06,3.0,336.93,1010.79,Online
1021,377.0,100.0,2024-02-19,1.0,1943.65,1943.65,Store
1022,337.0,22.0,2024-07-27,3.0,1136.26,3408.78,Unknown
1023,173.0,77.0,2024-01-10,1000.0,778.54,778540.0,Online
1024,141.0,74.0,2025-05-25,1.0,1522.26,1522.26,Partner
1025,,144.0,2023-12-08,,1874.07,,Store
1026,146.0,89.0,2024-12-09,,761.38,,
1027,254.0,81.0,2024-01-14,-1.0,1808.76,,Partner
1028,318.0,94.0,2024-07-13,-1.0,384.65,,Online
1029,362.0,16.0,2024-06-01,1.0,NaN,,Store
1030,99.0,136.0,2024-07-18,3.0,1383.74,4151.22,
1031,164.0,129.0,2024-09-13,3.0,1588.93,4766.79,Unknown
1032,326.0,20.0,2024-09-27,1000.0,932.9,932900.0,Unknown
1033,430.0,81.0,2023-12-09,,97.17,,Online
1034,48.0,18.0,2024-01-13,1.0,1209.43,1209.43,Unknown
1035,320.0,48.0,2023-07-15,1000.0,727.15,727150.0,
1036,466.0,96.0,2024-05-16,3.0,1198.04,3594.12,Partner
1037,198.0,76.0,2024-11-01,3.0,16.33,48.99,Partner
1038,342.0,16.0,2025-01-04,,1628.68,,Online
1039,400.0,11.0,2023-12-19,1000.0,884.75,884750.0,Online
1040,330.0,35.0,2024-03-09,,1277.19,,Unknown
1041,197.0,99.0,2023-12-06,1.0,837.31,837.31,
1042,137.0,68.0,2023-08-26,,1198.21,,Online
1043,296.0,7.0,2024-09-20,,1600.55,,Unknown
1044,90.0,141.0,2024-03-20,-1.0,368.33,,Unknown
1045,490.0,15.0,2025-05-15,-1.0,1306.06,,
1046,246.0,93.0,2024-02-01,3.0,NaN,,Online
1047,196.0,62.0,2025-06-27,1.0,1613.54,1613.54,
1048,340.0,24.0,2025-02-12,-1.0,1567.85,,Unknown
1049,217.0,73.0,2024-06-30,2.0,1988.52,3977.04,Store
1050,397.0,74.0,2024-04-13,,831.36,,Unknown
1051,178.0,,2023-12-24,1000.0,48.3,48300.0,Store
1052,276.0,150.0,2025-01-04,2.0,339.38,678.76,Online
1053,292.0,112.0,2023-10-08,,1767.82,,Store
1054,428.0,6.0,2024-12-17,3.0,578.66,1735.98,Store
1055,422.0,24.0,2023-08-03,,1162.05,,Unknown
1056,387.0,23.0,2024-04-05,1000.0,175.47,175470.0,Partner
1057,347.0,10.0,2024-03-08,1.0,306.56,306.56,Online
1058,,43.0,2024-12-30,3.0,1728.17,5184.51,Store
1059,119.0,147.0,2025-05-30,-1.0,1238.18,,
1060,157.0,146.0,2025-06-07,3.0,1389.73,4169.19,Partner
1061,335.0,7.0,2025-02-11,3.0,699.01,2097.03,Unknown
1062,77.0,123.0,2024-04-17,1.0,248.43,248.43,Partner
1063,194.0,65.0,2025-04-01,1000.0,1888.04,1888040.0,Store
1064,91.0,61.0,2024-12-08,,1407.77,,Partner
1065,97.0,84.0,2024-07-03,1.0,1050.59,1050.59,Online
1066,98.0,3.0,2023-09-29,1.0,235.12,235.12,Online
1067,154.0,23.0,2024-03-09,2.0,1109.91,2219.82,
1068,276.0,30.0,2025-04-09,2.0,957.31,1914.62,Partner
1069,488.0,78.0,2023-12-12,-1.0,1732.21,,
1070,107.0,60.0,2024-03-30,3.0,138.05,414.15,Partner
1071,53.0,129.0,2024-08-18,,529.87,,Partner
1072,378.0,122.0,2024-05-04,2.0,1404.93,2809.86,Partner
1073,224.0,55.0,2025-02-19,2.0,1988.03,3976.06,
1074,131.0,111.0,2024-04-25,2.0,1932.48,3864.96,Partner
1075,260.0,119.0,2024-03-03,3.0,153.35,460.05,Unknown
1076,414.0,107.0,2023-11-21,3.0,411.76,1235.28,
1077,148.0,127.0,2024-08-05,1.0,1483.44,1483.44,Store
1078,128.0,33.0,2024-08-23,-1.0,1770.14,,Store
1079,91.0,30.0,2025-05-30,2.0,1148.86,2297.72,Unknown
1080,318.0,43.0,2025-05-14,3.0,1366.37,4099.11,Online
1081,284.0,53.0,2024-01-06,,645.75,,Online
1082,11.0,58.0,2024-03-14,-1.0,638.37,,
1083,105.0,75.0,2025-02-03,,707.01,,Online
1084,427.0,79.0,2024-06-04,1.0,14.8,14.8,Partner
1085,,42.0,2024-04-25,-1.0,1786.1,,
1086,84.0,13.0,2024-06-16,2.0,1591.12,3182.24,Online
1087,437.0,136.0,2024-03-03,1.0,809.62,809.62,Partner
1088,463.0,149.0,2024-10-07,2.0,925.71,1851.42,Partner
1089,414.0,106.0,2025-06-11,1000.0,416.56,416560.0,
1090,192.0,93.0,2023-07-29,1000.0,231.14,231140.0,Store
1091,451.0,30.0,2023-11-05,,906.61,,Unknown
1092,246.0,28.0,2024-07-31,-1.0,1714.89,,Partner
1093,444.0,10.0,2024-02-09,,1047.08,,Online
1094,,18.0,2025-02-08,1000.0,180.26,180260.0,Online
1095,414.0,50.0,2024-11-08,3.0,1875.36,5626.08,Unknown
1096,448.0,144.0,2025-02-19,-1.0,942.91,,
1097,146.0,53.0,2024-12-19,1000.0,1910.26,1910260.0,Online
1098,166.0,39.0,2023-12-07,,29.37,,Online
1099,430.0,111.0,2024-08-01,-1.0,132.33,,
1100,208.0,103.0,2023-09-12,,1301.67,,
1101,133.0,77.0,2023-10-16,-1.0,637.8,,Online
1102,411.0,18.0,2023-07-23,3.0,1563.39,4690.17,
1103,104.0,22.0,2024-09-27,-1.0,1420.67,,Online
1104,,,2023-10-26,,1108.15,,Partner
1105,409.0,141.0,2024-02-11,-1.0,1704.34,,Store
1106,141.0,24.0,2024-12-03,-1.0,845.19,,Online
1107,261.0,130.0,2024-03-26,1000.0,546.11,546110.0,
1108,109.0,123.0,2024-08-05,-1.0,609.4,,
1109,146.0,83.0,2023-09-03,,1973.52,,
1110,313.0,8.0,2024-09-09,1000.0,248.6,248600.0,Online
1111,342.0,53.0,2023-07-29,2.0,948.69,1897.38,Store
1112,493.0,6.0,2024-03-18,1.0,1319.46,1319.46,Partner
1113,231.0,64.0,2023-11-14,-1.0,293.27,,Partner
1114,313.0,68.0,2024-11-24,,1058.7,,Partner
1115,234.0,111.0,2024-11-23,2.0,1904.9,3809.8,
1116,,,2024-02-04,1.0,853.73,853.73,Unknown
1117,235.0,66.0,2023-10-13,3.0,591.24,1773.72,
1118,438.0,122.0,2024-10-24,2.0,1594.21,3188.42,Unknown
1119,447.0,89.0,2024-09-23,,1024.87,,Online
1120,438.0,127.0,2023-08-26,1000.0,452.51,452510.0,Unknown
1121,27.0,40.0,2023-10-08,1.0,1883.11,1883.11,Online
1122,134.0,118.0,2024-09-08,3.0,200.1,600.3,Partner
1123,465.0,20.0,2025-02-06,1000.0,1228.7,1228700.0,Store
1124,14.0,54.0,2023-08-14,2.0,1839.1,3678.2,Store
1125,111.0,7.0,2024-06-08,,640.61,,
1126,134.0,128.0,2024-12-02,-1.0,1508.36,,Unknown
1127,487.0,129.0,2023-10-30,2.0,517.96,1035.92,
1128,485.0,24.0,2025-04-02,2.0,1851.24,3702.48,Partner
1129,173.0,15.0,2025-06-03,3.0,869.14,2607.42,
1130,425.0,113.0,2024-10-04,-1.0,1163.07,,Partner
1131,222.0,8.0,2024-08-27,1000.0,863.15,863150.0,Partner
1132,1.0,147.0,2024-08-08,1.0,1292.92,1292.92,Partner
1133,40.0,53.0,2024-06-12,,196.78,,
1134,259.0,103.0,2023-11-23,3.0,954.23,2862.69,Online
1135,11.0,6.0,2024-02-03,2.0,1308.26,2616.52,
1136,197.0,,2023-07-19,2.0,1285.51,2571.02,Unknown
1137,150.0,72.0,2025-05-13,1.0,853.46,853.46,Store
1138,455.0,102.0,2025-06-18,1.0,487.99,487.99,Partner
1139,93.0,63.0,2025-03-17,2.0,1368.77,2737.54,Store
1140,356.0,36.0,2024-10-21,,1088.93,,
1141,495.0,64.0,2024-05-04,3.0,95.8,287.4,Online
1142,455.0,119.0,2023-12-12,,859.33,,Partner
1143,223.0,127.0,2025-04-20,-1.0,1500.07,,Store
1144,168.0,82.0,2023-09-06,1000.0,754.6,754600.0,Store
1145,,3.0,2024-04-17,1.0,1602.45,1602.45,Unknown
1146,475.0,149.0,2024-03-02,1.0,1967.93,1967.93,Unknown
1147,389.0,17.0,2025-05-31,,1392.52,,Store
1148,331.0,13.0,2025-06-29,,1718.04,,Partner
1149,210.0,51.0,2025-01-04,2.0,570.54,1141.08,Unknown
1150,363.0,56.0,2023-10-30,1.0,999.13,999.13,Unknown
1151,486.0,8.0,2023-11-14,-1.0,1405.76,,
1152,176.0,104.0,2024-01-13,1.0,1310.51,1310.51,Unknown
1153,70.0,137.0,2024-09-17,-1.0,1219.37,,
1154,384.0,76.0,2023-09-01,-1.0,1519.32,,
1155,462.0,139.0,2024-11-03,,192.09,,Online
1156,288.0,142.0,2023-10-12,2.0,1544.67,3089.34,Unknown
1157,242.0,44.0,2024-01-03,,1902.58,,Online
1158,275.0,86.0,2024-11-05,1000.0,157.62,157620.0,Unknown
1159,461.0,2.0,2024-08-09,1000.0,1406.26,1406260.0,
1160,229.0,127.0,2025-03-14,1.0,642.94,642.94,Partner
1161,491.0,135.0,2025-05-04,-1.0,13.17,,Unknown
1162,67.0,84.0,2024-04-28,3.0,950.17,2850.51,Unknown
1163,442.0,37.0,2024-05-04,1000.0,1496.53,1496530.0,Online
1164,124.0,141.0,2024-07-01,3.0,1244.65,3733.95,Partner
1165,447.0,71.0,2024-11-07,2.0,1394.58,2789.16,Online
1166,252.0,29.0,2024-06-02,,40.61,,Partner
1167,89.0,30.0,2025-04-29,1.0,342.46,342.46,Online
1168,448.0,108.0,2023-09-28,,NaN,,Store
1169,264.0,55.0,2025-06-02,2.0,1316.12,2632.24,
1170,37.0,133.0,2024-01-22,2.0,1199.93,2399.86,Store
1171,390.0,61.0,2025-04-10,2.0,1143.18,2286.36,Partner
1172,265.0,139.0,2024-08-25,1.0,1063.62,1063.62,Unknown
1173,294.0,53.0,2024-07-18,,310.87,,
1174,384.0,126.0,2025-05-06,2.0,104.01,208.02,Partner
1175,287.0,145.0,2025-01-28,3.0,1483.32,4449.96,Partner
1176,344.0,50.0,2024-01-14,,1272.04,,Online
1177,166.0,62.0,2025-04-11,,158.54,,Store
1178,114.0,9.0,2024-09-15,2.0,194.22,388.44,
1179,,61.0,2025-03-15,1000.0,1724.36,1724360.0,Online
1180,12.0,113.0,2023-08-01,1000.0,1381.55,1381550.0,Unknown
1181,436.0,80.0,2024-11-25,3.0,1797.81,5393.43,Store
1182,225.0,71.0,2024-10-30,,1579.54,,
1183,194.0,123.0,2024-12-21,,978.5,,Unknown
1184,44.0,69.0,2024-09-23,3.0,1785.45,5356.35,Online
1185,313.0,60.0,2024-11-30,,NaN,,Store
1186,1.0,23.0,2024-05-11,-1.0,1993.8,,Store
1187,330.0,103.0,2024-01-05,1000.0,112.58,112580.0,Unknown
1188,441.0,118.0,2024-10-26,3.0,406.76,1220.28,Store
1189,465.0,44.0,2025-02-22,2.0,304.44,608.88,Online
1190,363.0,124.0,2024-05-19,-1.0,239.91,,Unknown
1191,180.0,32.0,2023-09-26,-1.0,667.81,,Partner
1192,389.0,132.0,2023-08-22,3.0,1111.05,3333.15,Partner
1193,457.0,132.0,2024-06-03,1.0,1762.1,1762.1,Store
1194,168.0,69.0,2025-02-18,1.0,1911.36,1911.36,Online
1195,27.0,21.0,2025-06-29,3.0,783.4,2350.2,Store
1196,383.0,46.0,2024-09-12,1.0,695.7,695.7,Online
1197,130.0,80.0,2023-07-17,1000.0,1418.35,1418350.0,Store
1198,145.0,98.0,2025-06-21,1.0,1703.37,1703.37,Partner
1199,305.0,19.0,2024-04-18,2.0,1784.38,3568.76,Partner
1200,261.0,98.0,2024-08-12,1000.0,353.85,353850.0,Partner
1201,194.0,79.0,2024-11-27,2.0,236.67,473.34,
1202,368.0,8.0,2025-02-25,,188.4,,Unknown
1203,54.0,97.0,2025-05-01,2.0,353.07,706.14,Unknown
1204,346.0,133.0,2023-09-28,1.0,991.66,991.66,Unknown
1205,101.0,103.0,2023-10-19,2.0,634.52,1269.04,Online
1206,226.0,6.0,2024-04-28,2.0,1400.58,2801.16,Online
1207,46.0,88.0,2025-04-23,3.0,363.9,1091.7,
1208,432.0,70.0,2025-05-02,-1.0,1354.09,,Store
1209,25.0,90.0,2023-07-26,2.0,306.37,612.74,Partner
1210,113.0,45.0,2024-10-30,1000.0,374.35,374350.0,
1211,454.0,129.0,2024-11-05,,480.73,,
1212,144.0,98.0,2024-06-13,3.0,228.31,684.93,Unknown
1213,237.0,66.0,2023-08-20,1000.0,913.41,913410.0,
1214,220.0,60.0,2025-03-23,,1234.8,,Store
1215,212.0,23.0,2023-08-19,2.0,105.58,211.16,Store
1216,199.0,7.0,2023-11-06,1000.0,661.93,661930.0,Online
1217,201.0,70.0,2024-10-04,3.0,1327.86,3983.58,
1218,161.0,81.0,2024-09-05,2.0,663.36,1326.72,Store
1219,261.0,87.0,2024-02-13,1000.0,1808.11,1808110.0,
1220,466.0,91.0,2024-01-04,1000.0,9.36,9360.0,Partner
1221,454.0,109.0,2025-05-26,2.0,731.45,1462.9,
1222,417.0,,2023-12-05,3.0,1479.69,4439.07,Unknown
1223,402.0,2.0,2023-07-22,,991.27,,Store
1224,396.0,24.0,2024-08-24,1.0,1413.74,1413.74,
1225,314.0,106.0,2024-09-12,1.0,594.29,594.29,Online
1226,147.0,36.0,2025-03-24,-1.0,979.68,,Partner
1227,482.0,39.0,2025-02-20,-1.0,699.73,,Online
1228,258.0,134.0,2024-02-14,1000.0,1043.54,1043540.0,Online
1229,71.0,121.0,2024-06-16,2.0,847.44,1694.88,Partner
1230,435.0,33.0,2025-03-01,1.0,1809.44,1809.44,Online
1231,384.0,114.0,2023-12-23,2.0,301.43,602.86,Store
1232,130.0,54.0,2024-03-31,-1.0,211.82,,
1233,446.0,136.0,2023-10-07,1.0,1275.1,1275.1,
1234,,95.0,2024-06-30,1000.0,418.92,418920.0,
1235,123.0,15.0,2025-03-02,,953.47,,
1236,239.0,84.0,2024-02-23,1000.0,1891.35,1891350.0,
1237,244.0,116.0,2024-10-12,1000.0,360.35,360350.0,
1238,136.0,,2023-09-04,1000.0,1948.82,1948820.0,Unknown
1239,12.0,50.0,2025-02-20,-1.0,1052.92,,Partner
1240,246.0,147.0,2024-12-07,3.0,580.25,1740.75,Unknown
1241,182.0,93.0,2023-10-17,-1.0,211.66,,Store
1242,306.0,30.0,2025-07-03,1000.0,1646.44,1646440.0,Store
1243,103.0,106.0,2025-02-02,,460.15,,Store
1244,39.0,67.0,2025-06-23,2.0,71.59,143.18,Partner
1245,242.0,5.0,2023-07-28,1000.0,502.3,502300.0,Unknown
1246,334.0,136.0,2025-05-21,1.0,1773.54,1773.54,
1247,31.0,144.0,2024-09-13,-1.0,951.65,,
1248,30.0,122.0,2025-03-07,3.0,1515.0,4545.0,Store
1249,330.0,9.0,2024-03-17,2.0,612.29,1224.58,
1250,293.0,,2024-06-06,1000.0,1668.36,1668360.0,Online
1251,379.0,125.0,2025-02-05,1000.0,28.82,28820.0,Unknown
1252,210.0,85.0,2024-05-18,1.0,709.75,709.75,
1253,183.0,148.0,2023-07-13,1000.0,1917.79,1917790.0,
1254,77.0,32.0,2024-02-15,1.0,1237.85,1237.85,Partner
1255,149.0,47.0,2024-02-28,1.0,1899.97,1899.97,Partner
1256,176.0,91.0,2024-10-14,1000.0,1632.44,1632440.0,
1257,491.0,100.0,2025-05-03,2.0,375.68,751.36,Unknown
1258,336.0,85.0,2024-12-26,-1.0,112.9,,Online
1259,188.0,22.0,2025-05-20,1.0,NaN,,Store
1260,489.0,122.0,2024-10-26,,1194.13,,Online
1261,103.0,91.0,2024-04-04,,747.89,,Unknown
1262,67.0,34.0,2025-03-30,-1.0,153.65,,Partner
1263,221.0,44.0,2023-10-08,1.0,1089.2,1089.2,Partner
1264,324.0,4.0,2024-01-31,2.0,1199.14,2398.28,Partner
1265,469.0,18.0,2024-11-17,1000.0,1546.35,1546350.0,Online
1266,7.0,115.0,2024-03-27,,11.21,,Store
1267,19.0,79.0,2024-05-27,,560.22,,Unknown
1268,15.0,73.0,2025-04-26,,1776.35,,Unknown
1269,293.0,82.0,2023-10-16,,1089.74,,Partner
1270,36.0,60.0,2023-08-06,2.0,1586.98,3173.96,Partner
1271,126.0,31.0,2023-10-14,,1343.93,,Store
1272,300.0,55.0,2025-02-24,1000.0,794.4,794400.0,Unknown
1273,341.0,42.0,2024-12-03,1000.0,735.66,735660.0,Unknown
1274,216.0,132.0,2024-08-19,-1.0,882.04,,Store
1275,308.0,24.0,2025-03-14,3.0,1967.48,5902.44,
1276,307.0,12.0,2024-03-31,,NaN,,Unknown
1277,303.0,114.0,2025-03-03,2.0,1836.84,3673.68,
1278,427.0,,2023-09-30,-1.0,1886.94,,
1279,42.0,27.0,2024-02-03,1.0,1708.84,1708.84,Unknown
1280,53.0,73.0,2024-01-13,1000.0,1105.78,1105780.0,Partner
1281,163.0,87.0,2024-12-27,2.0,253.02,506.04,Online
1282,384.0,20.0,2023-08-01,2.0,1337.16,2674.32,Store
1283,404.0,62.0,2024-03-04,,1131.48,,
1284,206.0,70.0,2023-11-21,3.0,1037.36,3112.08,
1285,160.0,145.0,2023-07-22,-1.0,1612.91,,
1286,241.0,73.0,2025-02-11,-1.0,1821.84,,Partner
1287,473.0,74.0,2024-11-23,3.0,965.08,2895.24,Unknown
1288,330.0,63.0,2025-05-10,3.0,1528.71,4586.13,Unknown
1289,210.0,90.0,UNKNOWN,1.0,1033.31,1033.31,
1290,343.0,139.0,2024-10-11,2.0,442.27,884.54,Unknown
1291,,55.0,2025-03-14,2.0,745.34,1490.68,Unknown
1292,376.0,137.0,2024-11-09,1000.0,205.13,205130.0,Unknown
1293,205.0,92.0,2025-02-07,,1614.69,,
1294,440.0,126.0,2024-06-16,-1.0,1488.29,,Unknown
1295,197.0,143.0,2024-09-26,1.0,37.19,37.19,Online
1296,76.0,54.0,2024-06-28,1000.0,1363.72,1363720.0,Unknown
1297,9.0,36.0,2023-12-21,2.0,1291.04,2582.08,
1298,365.0,84.0,2024-09-12,1000.0,806.17,806170.0,Unknown
1299,207.0,117.0,2025-06-04,1000.0,469.69,469690.0,
1300,308.0,121.0,2024-05-30,-1.0,1578.59,,Store
1301,9.0,22.0,2025-04-17,3.0,864.34,2593.02,Unknown
1302,317.0,144.0,2024-06-30,1.0,213.18,213.18,Online
1303,368.0,17.0,2023-10-08,2.0,668.12,1336.24,Partner
